size;time;timeDeviation;comparisons;comparisonsDeviation;swaps;swapsDeviation
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000
500;0,800000000000;2,400000000000;124750,000000000000;0,000000000000;124750,000000000000;0,000000000000
1000;3,450000000000;2,710627233686;499500,000000000000;0,000000000000;499500,000000000000;0,000000000000
1500;7,900000000000;2,046948949046;1124250,000000000000;0,000000000000;1124250,000000000000;0,000000000000
2000;13,500000000000;3,339161571413;1999000,000000000000;0,000000000000;1999000,000000000000;0,000000000000
2500;22,000000000000;2,549509756796;3123750,000000000000;0,000000000000;3123750,000000000000;0,000000000000
3000;32,000000000000;1,949358868962;4498500,000000000000;0,000000000000;4498500,000000000000;0,000000000000
3500;44,000000000000;3,255764119220;6123250,000000000000;0,000000000000;6123250,000000000000;0,000000000000
4000;56,950000000000;1,657558445425;7998000,000000000000;0,000000000000;7998000,000000000000;0,000000000000
4500;71,950000000000;4,018395202068;10122750,000000000000;0,000000000000;10122750,000000000000;0,000000000000
5000;89,800000000000;2,821347195933;12497500,000000000000;0,000000000000;12497500,000000000000;0,000000000000
5500;108,750000000000;2,586020108197;15122250,000000000000;0,000000000000;15122250,000000000000;0,000000000000
6000;128,750000000000;2,947456530637;17997000,000000000000;0,000000000000;17997000,000000000000;0,000000000000
6500;150,250000000000;1,512448346226;21121750,000000000000;0,000000000000;21121750,000000000000;0,000000000000
7000;175,600000000000;3,865229618018;24496500,000000000000;0,000000000000;24496500,000000000000;0,000000000000
7500;207,500000000000;7,290404652693;28121250,000000000000;0,000000000000;28121250,000000000000;0,000000000000
8000;221,950000000000;6,344091739562;31996000,000000000000;0,000000000000;31996000,000000000000;0,000000000000
8500;248,100000000000;5,974110812497;36120750,000000000000;0,000000000000;36120750,000000000000;0,000000000000
9000;281,650000000000;10,964830140042;40495500,000000000000;0,000000000000;40495500,000000000000;0,000000000000
9500;315,100000000000;9,353608929178;45120250,000000000000;0,000000000000;45120250,000000000000;0,000000000000
10000;347,100000000000;9,838190890603;49995000,000000000000;0,000000000000;49995000,000000000000;0,000000000000
