size;time;timeDeviation;comparisons;comparisonsDeviation;swaps;swapsDeviation
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000
500;0,750000000000;2,255548713728;124750,000000000000;0,000000000000;62230,700000000004;1778,754314119679
1000;2,650000000000;3,636963018784;499500,000000000000;0,000000000000;249897,000000000030;6413,888641065165
1500;6,400000000000;3,231098884281;1124250,000000000000;0,000000000000;560114,250000000000;9690,078538769663
2000;12,450000000000;4,043204174909;1999000,000000000000;0,000000000000;997783,500000000100;11415,139418764411
2500;19,500000000000;1,910497317454;3123750,000000000000;0,000000000000;1563098,799999999800;24040,278527091910
3000;30,550000000000;4,641928478553;4498500,000000000000;0,000000000000;2241202,750000000000;21439,993938638770
3500;40,000000000000;2,489979919598;6123250,000000000000;0,000000000000;3075281,900000000000;36763,592624951100
4000;52,900000000000;3,389690251336;7998000,000000000000;0,000000000000;4001228,850000000000;35648,314184889714
4500;70,650000000000;5,179527005432;10122750,000000000000;0,000000000000;5064348,650000000000;37186,007478924870
5000;89,050000000000;4,779905856814;12497500,000000000000;0,000000000000;6260232,500000001000;30875,551825660743
5500;111,400000000000;6,288083968905;15122250,000000000000;0,000000000000;7517551,050000002000;83013,489953299530
6000;134,450000000000;7,392394740543;17997000,000000000000;0,000000000000;8996013,350000001000;73192,508328422860
6500;157,650000000000;1,796524422323;21121750,000000000000;0,000000000000;10533947,150000000000;90354,720545262610
7000;193,300000000000;12,498399897587;24496500,000000000000;0,000000000000;12201444,100000001000;104837,754124826140
7500;224,200000000000;10,768472500777;28121250,000000000000;0,000000000000;14036610,150000000000;82611,882156677380
8000;249,850000000000;11,248444336884;31996000,000000000000;0,000000000000;15953726,850000001000;151632,254412093170
8500;300,450000000000;15,976467068786;36120750,000000000000;0,000000000000;18084032,500000000000;113088,995811097820
9000;328,550000000000;17,316105220286;40495500,000000000000;0,000000000000;20275055,800000004000;150569,405326704730
9500;369,850000000000;14,592035498862;45120250,000000000000;0,000000000000;22614699,450000000000;164211,913301836900
10000;412,250000000000;19,122957407264;49995000,000000000000;0,000000000000;24983580,799999997000;192967,781020563120
