size;time;timeDeviation;comparisons;comparisonsDeviation;swaps;swapsDeviation
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000
500;0,800000000000;2,400000000000;3762,850000000000;11,424863237605;0,000000000000;0,000000000000
1000;0,700000000000;1,705872210923;8524,500000000002;15,467708297776;0,000000000000;0,000000000000
1500;0,750000000000;1,089724735885;13677,300000000000;18,360555545917;0,000000000000;0,000000000000
2000;1,550000000000;3,106042498099;19053,000000000000;20,430369550651;0,000000000000;0,000000000000
2500;2,300000000000;1,873499399520;24625,400000000000;25,279240491808;0,000000000000;0,000000000000
3000;3,550000000000;3,232259271779;30351,149999999998;19,698413642560;0,000000000000;0,000000000000
3500;5,550000000000;3,639711527031;36168,100000000000;37,396390200252;0,000000000000;0,000000000000
4000;5,850000000000;3,166622806714;42089,200000000000;26,045345071530;0,000000000000;0,000000000000
4500;8,400000000000;2,154065922854;48119,599999999990;37,205375965374;0,000000000000;0,000000000000
5000;10,300000000000;2,531797780234;54234,600000000006;46,964241699787;0,000000000000;0,000000000000
5500;12,450000000000;0,739932429347;60448,749999999990;53,771623568940;0,000000000000;0,000000000000
6000;15,200000000000;0,748331477355;66672,450000000000;52,443755593980;0,000000000000;0,000000000000
6500;17,450000000000;0,920597631976;72989,900000000020;51,566364980397;0,000000000000;0,000000000000
7000;20,700000000000;1,977371993329;79368,849999999990;57,100153262773;0,000000000000;0,000000000000
7500;23,350000000000;1,458595214582;85747,500000000000;52,663554749519;0,000000000000;0,000000000000
8000;25,300000000000;2,193171219946;92179,900000000000;46,264349139451;0,000000000000;0,000000000000
8500;29,600000000000;4,973932046178;98679,900000000010;56,991139626756;0,000000000000;0,000000000000
9000;33,100000000000;3,176476034854;105202,099999999990;56,176418565292;0,000000000000;0,000000000000
9500;36,300000000000;4,960846701925;111813,599999999990;65,391436769832;0,000000000000;0,000000000000
10000;41,600000000000;4,923413450037;118476,350000000000;61,370412231647;0,000000000000;0,000000000000
