size;time;timeDeviation;comparisons;comparisonsDeviation;swaps;swapsDeviation
0;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000;0,000000000000
500;0,250000000000;1,089724735885;124750,000000000000;0,000000000000;500,000000000000;0,000000000000
1000;1,200000000000;2,600000000000;499500,000000000000;0,000000000000;1000,000000000000;0,000000000000
1500;2,450000000000;3,308700651313;1124250,000000000000;0,000000000000;1500,000000000000;0,000000000000
2000;4,150000000000;3,567562192871;1999000,000000000000;0,000000000000;2000,000000000000;0,000000000000
2500;6,700000000000;0,458257569496;3123750,000000000000;0,000000000000;2500,000000000000;0,000000000000
3000;9,500000000000;3,324154027719;4498500,000000000000;0,000000000000;3000,000000000000;0,000000000000
3500;13,800000000000;2,441311123147;6123250,000000000000;0,000000000000;3500,000000000000;0,000000000000
4000;17,950000000000;2,132486811214;7998000,000000000000;0,000000000000;4000,000000000000;0,000000000000
4500;22,950000000000;3,612132334231;10122750,000000000000;0,000000000000;4500,000000000000;0,000000000000
5000;28,050000000000;3,106042498099;12497500,000000000000;0,000000000000;5000,000000000000;0,000000000000
5500;35,200000000000;0,748331477355;15122250,000000000000;0,000000000000;5500,000000000000;0,000000000000
6000;41,500000000000;0,591607978310;17997000,000000000000;0,000000000000;6000,000000000000;0,000000000000
6500;49,200000000000;0,927361849550;21121750,000000000000;0,000000000000;6500,000000000000;0,000000000000
7000;57,100000000000;0,700000000001;24496500,000000000000;0,000000000000;7000,000000000000;0,000000000000
7500;65,400000000000;1,907878402834;28121250,000000000000;0,000000000000;7500,000000000000;0,000000000000
8000;72,300000000000;2,170253441421;31996000,000000000000;0,000000000000;8000,000000000000;0,000000000000
8500;86,300000000000;3,392639090737;36120750,000000000000;0,000000000000;8500,000000000000;0,000000000000
9000;93,050000000000;3,774586070021;40495500,000000000000;0,000000000000;9000,000000000000;0,000000000000
9500;106,950000000000;4,043204174909;45120250,000000000000;0,000000000000;9500,000000000000;0,000000000000
10000;115,150000000000;4,186585721086;49995000,000000000000;0,000000000000;10000,000000000000;0,000000000000
